ServiceType,AvgServiceDurationMins,DayOfWeek,HourOfDay,QueueLengthAtJoin,StaffOnDuty,ActualWaitMinutes,IsNoShow
Beard Trim,20,2,12,0,2,9.7,0
Haircut,30,5,13,0,3,10.2,0
Haircut,30,2,10,0,2,18.6,0
Buzz Cut,15,0,10,0,2,7.9,0
Haircut,30,5,12,0,3,8.6,0
Haircut + Beard,45,4,16,3,3,52.1,0
Beard Trim,20,2,15,0,2,10.4,0
Haircut,30,0,17,1,3,21.4,0
Haircut,30,5,18,5,3,61.3,0
Haircut,30,6,12,5,3,59.6,0
Buzz Cut,15,2,15,0,2,7.4,0
Haircut,30,6,14,3,3,33.9,0
Buzz Cut,15,1,13,3,2,33.6,0
Haircut + Beard,45,5,15,0,3,13.7,0
Haircut,30,0,14,1,2,30.6,0
Beard Trim,20,0,12,0,2,8.3,0
Haircut + Beard,45,5,16,2,3,45.9,0
Buzz Cut,15,5,16,0,3,5.1,0
Haircut,30,6,9,0,3,8.9,0
Buzz Cut,15,1,9,1,2,15.3,0
Haircut + Beard,45,3,10,0,2,20.9,0
Haircut,30,4,11,0,2,17.5,0
Haircut,30,0,11,0,2,14.2,0
Haircut,30,3,17,2,3,32.1,0
Beard Trim,20,6,14,3,3,25.6,0
Haircut,30,0,9,0,2,13.3,0
Haircut,30,4,15,0,2,15.1,0
Haircut,30,1,11,1,2,34.1,0
Haircut,30,3,16,2,3,30.8,0
Beard Trim,20,3,14,1,2,18.5,0
Buzz Cut,15,3,14,2,2,19.3,0
Beard Trim,20,3,11,1,2,22.4,0
Beard Trim,20,0,10,1,2,22.7,0
Buzz Cut,15,6,13,1,3,9.6,0
Haircut,30,2,9,1,2,31.6,0
Haircut,30,5,12,3,3,42.9,0
Haircut,30,6,11,1,3,17.8,0
Haircut,30,0,18,2,3,29.8,0
Beard Trim,20,0,13,2,2,32.9,0
Beard Trim,20,2,16,0,3,6.3,0
Haircut,30,5,12,1,3,18.7,0
Haircut,30,3,15,1,2,31.9,0
Buzz Cut,15,4,12,2,2,22.4,0
Haircut,30,6,9,1,3,21.9,0
Haircut,30,2,10,0,2,16.2,0
Buzz Cut,15,6,12,4,3,19.4,0
Haircut,30,6,13,5,3,59.0,0
Beard Trim,20,5,9,0,3,7.1,0
Buzz Cut,15,5,18,1,3,11.9,0
Haircut,30,4,16,5,3,56.7,0
Haircut,30,2,11,2,2,41.2,0
Beard Trim,20,6,15,1,3,13.9,0
Haircut,30,3,15,2,2,48.2,0
Haircut,30,2,16,2,3,25.9,0
Haircut,30,1,18,0,3,8.8,0
Haircut + Beard,45,3,16,3,3,69.8,0
Haircut + Beard,45,0,12,0,2,22.7,0
Haircut,30,2,14,0,2,15.2,0
Beard Trim,20,5,13,7,3,45.5,0
Haircut + Beard,45,1,12,3,2,69.9,0
Beard Trim,20,1,17,0,3,6.7,0
Haircut,30,0,10,1,2,30.0,0
Haircut,30,6,11,5,3,57.4,0
Haircut,30,2,13,1,2,30.5,0
Haircut,30,4,9,4,2,74.5,0
Haircut + Beard,45,5,17,0,3,11.3,0
Haircut,30,1,13,2,2,45.6,0
Haircut,30,6,18,1,3,23.0,0
Haircut + Beard,45,6,13,2,3,34.9,1
Beard Trim,20,6,17,5,3,41.1,0
Haircut,30,3,14,0,2,16.8,0
Haircut,30,6,16,0,3,10.8,0
Haircut,30,5,13,4,3,51.2,0
Buzz Cut,15,3,9,0,2,7.2,0
Buzz Cut,15,1,17,2,3,14.8,0
Haircut,30,6,11,1,3,19.1,0
Haircut + Beard,45,5,9,1,3,33.5,0
Haircut,30,6,14,3,3,32.8,0
Buzz Cut,15,2,13,2,2,23.9,0
Beard Trim,20,4,18,0,3,6.9,0
Beard Trim,20,3,9,0,2,8.3,0
Haircut,30,0,13,4,2,79.3,0
Buzz Cut,15,0,18,0,3,4.9,0
Haircut,30,4,18,1,3,20.7,0
Haircut,30,1,14,2,2,37.9,0
Beard Trim,20,3,14,2,2,27.1,0
Haircut,30,4,11,3,2,70.6,0
Beard Trim,20,1,10,0,2,10.1,0
Haircut,30,2,14,3,2,44.3,0
Haircut + Beard,45,2,18,0,3,14.9,0
Haircut,30,3,13,3,2,49.1,0
Haircut,30,5,14,0,3,9.2,0
Haircut,30,0,11,0,2,13.2,0
Haircut,30,1,16,2,3,30.8,0
Beard Trim,20,0,16,4,3,36.7,0
Beard Trim,20,4,18,5,3,35.9,1
Beard Trim,20,5,9,3,3,27.3,0
Haircut + Beard,45,6,10,1,3,29.5,0
Buzz Cut,15,3,9,1,2,16.0,0
Buzz Cut,15,6,16,0,3,4.6,0
Haircut,30,1,10,0,2,19.4,0
Haircut,30,6,11,2,3,27.1,0
Buzz Cut,15,0,10,0,2,8.2,0
Beard Trim,20,1,18,4,3,31.7,0
Haircut,30,3,13,2,2,46.4,0
Buzz Cut,15,5,15,6,3,38.6,0
Haircut,30,6,16,1,3,18.7,0
Beard Trim,20,6,12,1,3,13.5,0
Haircut,30,0,17,2,3,31.7,0
Buzz Cut,15,1,18,0,3,5.3,0
Buzz Cut,15,1,10,0,2,6.5,0
Haircut,30,0,17,0,3,8.9,0
Haircut + Beard,45,1,16,0,3,11.6,0
Buzz Cut,15,5,18,1,3,11.3,0
Haircut,30,5,10,7,3,82.7,0
Haircut + Beard,45,2,18,4,3,75.7,0
Buzz Cut,15,6,11,1,3,9.0,0
Haircut,30,6,18,2,3,28.8,0
Haircut,30,2,16,1,3,21.2,0
Haircut,30,2,17,0,3,9.8,0
Haircut + Beard,45,4,10,1,2,49.3,0
Haircut,30,5,14,1,3,20.0,0
Haircut,30,6,10,4,3,49.9,0
Haircut,30,0,16,5,3,59.3,0
Buzz Cut,15,2,11,1,2,14.5,0
Haircut,30,2,18,0,3,10.3,0
Haircut + Beard,45,2,17,3,3,55.1,0
Haircut,30,3,17,1,3,18.8,0
Haircut,30,1,10,0,2,13.1,0
Haircut,30,5,17,2,3,35.4,0
Buzz Cut,15,6,14,0,3,4.9,0
Haircut,30,6,10,1,3,19.1,0
Beard Trim,20,4,18,1,3,13.5,0
Haircut + Beard,45,2,10,0,2,20.6,0
Haircut,30,1,17,2,3,28.4,0
Haircut,30,1,10,0,2,15.5,0
Buzz Cut,15,0,11,0,2,7.3,0
Haircut + Beard,45,6,17,3,3,71.0,0
Haircut,30,3,13,0,2,13.4,0
Beard Trim,20,2,18,2,3,20.0,0
Beard Trim,20,4,17,2,3,18.8,0
Beard Trim,20,0,9,0,2,10.3,0
Buzz Cut,15,2,14,1,2,14.7,0
Beard Trim,20,6,13,3,3,26.1,0
Haircut,30,6,11,0,3,9.4,0
Haircut,30,5,10,1,3,20.1,0
Haircut,30,4,17,0,3,9.7,0
Buzz Cut,15,1,9,1,2,14.5,0
Beard Trim,20,1,13,1,2,19.9,0
Beard Trim,20,1,12,0,2,10.2,0
Haircut,30,6,16,3,3,43.0,0
Haircut,30,4,14,1,2,30.7,0
Haircut,30,3,16,1,3,18.7,0
Haircut,30,6,14,1,3,20.6,0
Haircut,30,4,10,3,2,69.3,1
Haircut + Beard,45,2,18,1,3,35.0,0
Haircut + Beard,45,5,13,1,3,29.6,0
Beard Trim,20,0,9,1,2,20.5,0
Haircut,30,0,15,1,2,27.6,0
Haircut,30,6,12,2,3,33.4,0
Haircut,30,0,14,1,2,32.2,1
Haircut,30,5,15,1,3,19.6,1
Buzz Cut,15,6,12,0,3,5.1,0
Haircut,30,6,18,1,3,19.1,0
Haircut + Beard,45,0,10,1,2,52.8,1
Haircut + Beard,45,3,10,1,2,48.0,0
Haircut,30,6,12,4,3,47.1,0
Haircut,30,1,12,2,2,38.3,0
Haircut,30,4,13,1,2,29.1,0
Haircut,30,5,11,1,3,22.1,0
Haircut,30,6,17,1,3,21.9,0
Haircut + Beard,45,5,12,3,3,63.2,1
Beard Trim,20,3,13,0,2,9.3,0
Haircut + Beard,45,2,11,3,2,96.1,0
Haircut,30,5,16,1,3,16.6,0
Beard Trim,20,5,11,9,3,57.9,0
Haircut + Beard,45,0,13,1,2,45.5,0
Haircut,30,0,11,1,2,33.2,0
Haircut,30,6,14,0,3,9.8,0
Buzz Cut,15,5,13,1,3,10.5,0
Haircut,30,0,16,1,3,21.3,0
Haircut,30,2,10,1,2,28.1,0
Haircut,30,5,17,1,3,17.9,0
Buzz Cut,15,2,10,0,2,7.8,0
Haircut,30,2,15,1,2,32.3,0
Buzz Cut,15,6,17,5,3,28.2,0
Haircut,30,1,12,0,2,12.4,0
Haircut,30,2,15,2,2,43.5,0
Haircut,30,5,16,1,3,19.1,0
Haircut + Beard,45,3,9,0,2,20.6,0
Haircut,30,6,9,1,3,19.1,0
Buzz Cut,15,2,17,1,3,11.7,0
Haircut,30,4,9,0,2,15.4,1
Haircut,30,0,18,2,3,25.3,0
Haircut,30,1,13,1,2,28.3,0
Haircut,30,0,15,1,2,32.0,1
Buzz Cut,15,5,16,0,3,4.2,0
Haircut,30,2,14,2,2,43.3,0
Haircut,30,3,11,0,2,16.4,0
Haircut,30,3,17,0,3,10.3,0
Haircut,30,4,18,1,3,21.9,0
Haircut,30,6,9,1,3,18.4,0
Haircut,30,6,13,1,3,22.4,0
Beard Trim,20,6,10,3,3,26.3,0
Haircut,30,5,11,1,3,19.2,0
Buzz Cut,15,5,18,1,3,9.1,0
Buzz Cut,15,3,12,1,2,17.8,0
Haircut + Beard,45,2,10,1,2,46.1,0
Buzz Cut,15,5,14,5,3,29.9,0
Haircut,30,6,17,4,3,55.6,0
Haircut,30,6,16,1,3,21.9,0
Buzz Cut,15,2,13,1,2,14.9,0
Beard Trim,20,1,9,0,2,7.2,0
Haircut + Beard,45,0,13,1,2,45.3,0
Buzz Cut,15,5,11,2,3,15.9,0
Haircut + Beard,45,6,9,3,3,58.1,0
Haircut,30,0,9,0,2,13.6,0
Haircut + Beard,45,6,10,0,3,15.5,0
Buzz Cut,15,5,17,0,3,4.1,0
Beard Trim,20,3,12,2,2,28.4,0
Haircut + Beard,45,5,15,4,3,77.6,1
Buzz Cut,15,3,12,3,2,36.9,0
Haircut + Beard,45,3,18,0,3,14.2,0
Buzz Cut,15,2,13,2,2,22.2,0
Haircut,30,1,14,1,2,29.5,0
Haircut,30,1,11,0,2,17.2,0
Haircut,30,1,16,0,3,10.6,0
Beard Trim,20,0,16,2,3,18.8,1
Haircut,30,6,9,0,3,8.6,0
Haircut,30,5,9,1,3,19.4,0
Beard Trim,20,6,11,2,3,24.1,0
Beard Trim,20,4,16,1,3,13.6,0
Buzz Cut,15,4,9,0,2,5.9,0
Haircut,30,2,15,0,2,12.2,0
Haircut,30,6,10,3,3,46.1,0
Haircut,30,0,9,0,2,17.4,0
Haircut,30,3,9,0,2,16.4,0
Haircut,30,5,16,0,3,8.3,0
Buzz Cut,15,6,16,1,3,10.1,0
Haircut,30,1,10,0,2,16.6,0
Beard Trim,20,6,16,3,3,29.8,0
Haircut,30,6,18,2,3,33.0,0
Haircut,30,6,13,0,3,10.1,0
Buzz Cut,15,4,16,2,3,15.3,0
Haircut,30,6,9,5,3,57.1,0
Haircut,30,6,11,1,3,16.1,0
Haircut,30,2,15,0,2,13.1,0
Buzz Cut,15,5,14,1,3,9.9,0
Beard Trim,20,5,11,0,3,6.4,0
Haircut,30,6,9,0,3,10.3,0
Beard Trim,20,5,16,0,3,6.4,0
Haircut + Beard,45,6,11,0,3,15.3,0
Buzz Cut,15,2,18,1,3,9.6,0
Haircut,30,6,10,1,3,17.0,0
Buzz Cut,15,4,17,1,3,9.1,0
Buzz Cut,15,2,11,0,2,5.5,0
Haircut + Beard,45,5,14,2,3,42.1,0
Haircut,30,2,18,1,3,19.0,0
Haircut,30,1,9,1,2,27.6,0
Haircut + Beard,45,6,10,2,3,35.8,0
Haircut,30,6,10,1,3,19.9,0
Haircut,30,6,9,3,3,48.0,0
Haircut,30,3,13,1,2,35.3,1
Haircut + Beard,45,0,17,1,3,29.2,0
Beard Trim,20,4,13,2,2,29.2,0
Haircut + Beard,45,6,12,4,3,80.6,0
Haircut,30,1,10,1,2,29.6,0
Haircut,30,1,9,0,2,15.1,0
Haircut,30,6,9,1,3,19.7,0
Haircut,30,5,16,1,3,19.0,0
Beard Trim,20,2,9,3,2,48.2,0
Haircut,30,2,13,0,2,13.3,0
Haircut,30,2,11,0,2,18.2,0
Buzz Cut,15,4,11,2,2,25.1,0
Haircut + Beard,45,6,10,3,3,45.1,0
Beard Trim,20,2,15,1,2,22.4,0
Beard Trim,20,1,13,4,2,36.7,0
Haircut + Beard,45,5,10,2,3,49.4,0
Haircut,30,5,11,2,3,34.7,0
Haircut,30,3,17,0,3,9.8,0
Beard Trim,20,2,18,2,3,21.9,0
Haircut,30,6,11,6,3,75.8,0
Haircut + Beard,45,2,9,0,2,24.4,0
Haircut,30,3,16,1,3,21.9,0
Haircut,30,4,10,0,2,13.2,0
Haircut,30,1,13,0,2,16.0,0
Buzz Cut,15,6,11,3,3,20.8,0
Haircut + Beard,45,0,17,2,3,47.8,1
Haircut,30,1,11,0,2,15.7,0
Buzz Cut,15,4,15,0,2,6.8,0
Haircut,30,4,18,0,3,10.3,0
Haircut,30,1,12,2,2,43.1,0
Buzz Cut,15,6,17,1,3,10.0,0
Haircut,30,6,11,0,3,10.6,0
Beard Trim,20,6,17,5,3,46.4,0
Beard Trim,20,6,10,4,3,36.1,0
Beard Trim,20,6,11,1,3,14.6,0
Haircut,30,2,17,0,3,10.5,0
Haircut + Beard,45,4,14,0,2,23.4,0
Haircut,30,5,14,3,3,40.3,0
Haircut,30,4,18,1,3,17.8,0
Buzz Cut,15,4,18,1,3,9.0,0
Haircut,30,0,10,0,2,13.1,0
Haircut,30,2,15,1,2,31.4,0
Haircut + Beard,45,5,11,0,3,16.9,0
Haircut,30,5,13,2,3,29.8,0
Beard Trim,20,5,12,4,3,33.9,0
Haircut + Beard,45,3,9,1,2,52.3,0
Haircut + Beard,45,6,18,0,3,10.6,0
Haircut,30,3,17,0,3,8.9,0
Buzz Cut,15,6,14,0,3,4.9,0
Haircut,30,6,9,2,3,29.0,0
Buzz Cut,15,2,13,0,2,7.7,0
Beard Trim,20,5,18,1,3,12.1,0
Haircut,30,2,17,5,3,56.0,0
Haircut,30,6,10,1,3,19.1,0
Buzz Cut,15,6,13,4,3,24.9,0
Haircut + Beard,45,3,12,2,2,67.5,0
Haircut,30,0,15,1,2,31.1,0
Beard Trim,20,4,13,0,2,10.1,0
Haircut,30,1,10,0,2,15.7,0
Buzz Cut,15,4,15,0,2,7.7,0
Buzz Cut,15,1,15,1,2,16.4,0
Haircut,30,3,18,0,3,9.6,0
Beard Trim,20,1,18,2,3,17.5,0
Haircut,30,4,9,1,2,28.0,0
Beard Trim,20,3,14,3,2,31.8,0
Haircut,30,1,9,1,2,27.5,0
Buzz Cut,15,3,16,0,3,4.4,0
Haircut,30,5,17,2,3,31.4,0
Beard Trim,20,5,11,8,3,56.2,0
Haircut,30,2,16,0,3,9.3,0
Buzz Cut,15,1,10,3,2,27.3,0
Haircut,30,6,14,1,3,21.6,0
Haircut,30,5,18,3,3,41.8,0
Haircut + Beard,45,6,14,0,3,13.9,0
Haircut,30,6,15,3,3,34.2,0
Haircut,30,1,17,1,3,19.2,0
Haircut,30,0,10,0,2,12.9,0
Haircut,30,2,17,3,3,40.5,0
Haircut,30,0,17,1,3,21.6,0
Beard Trim,20,6,10,1,3,14.3,0
Haircut,30,2,15,0,2,13.8,0
Haircut,30,6,11,0,3,10.6,0
Buzz Cut,15,6,13,3,3,19.5,0
Buzz Cut,15,4,17,2,3,16.1,0
Haircut,30,6,17,1,3,20.1,0
Haircut,30,6,11,7,3,81.8,0
Buzz Cut,15,3,9,1,2,11.8,0
Buzz Cut,15,5,12,1,3,10.9,0
Beard Trim,20,6,13,4,3,29.1,0
Haircut,30,5,12,4,3,57.8,0
Haircut,30,1,9,0,2,16.3,0
Beard Trim,20,6,11,2,3,21.1,0
Beard Trim,20,5,12,1,3,11.5,0
Haircut,30,5,18,0,3,12.2,0
Beard Trim,20,5,12,0,3,5.9,0
Haircut + Beard,45,3,17,2,3,45.7,0
Haircut + Beard,45,5,15,0,3,18.5,1
Beard Trim,20,5,9,0,3,6.3,0
Haircut,30,3,17,1,3,20.4,0
Haircut,30,6,13,3,3,38.2,1
Buzz Cut,15,0,12,1,2,14.7,0
Beard Trim,20,5,16,0,3,7.9,0
Haircut + Beard,45,0,13,1,2,52.4,0
Haircut + Beard,45,6,12,6,3,106.5,1
Haircut,30,2,9,1,2,32.7,0
Haircut,30,5,9,4,3,63.1,0
Haircut,30,4,13,2,2,50.9,0
Haircut,30,4,12,0,2,14.6,0
Buzz Cut,15,6,14,3,3,18.8,0
Beard Trim,20,0,18,0,3,6.5,0
Haircut + Beard,45,6,12,0,3,13.4,0
Beard Trim,20,5,12,1,3,14.4,0
Haircut,30,6,12,3,3,38.1,0
Haircut,30,6,13,8,3,92.6,0
Haircut + Beard,45,3,17,2,3,59.0,0
Buzz Cut,15,5,9,1,3,10.9,0
Haircut,30,3,10,1,2,30.8,0
Buzz Cut,15,6,18,3,3,15.9,0
Haircut,30,5,13,0,3,10.5,0
Haircut + Beard,45,6,14,0,3,13.6,0
Haircut,30,3,12,0,2,13.9,1
Haircut,30,2,15,2,2,48.7,0
Haircut,30,3,13,1,2,27.9,0
Haircut,30,3,18,2,3,28.3,0
Haircut,30,2,11,3,2,57.6,0
Haircut + Beard,45,6,12,0,3,12.4,0
Haircut,30,5,14,5,3,57.1,0
Haircut,30,5,9,3,3,42.1,0
Haircut,30,2,17,0,3,10.7,0
Beard Trim,20,6,13,0,3,6.8,0
Buzz Cut,15,5,11,0,3,5.0,0
Haircut,30,2,18,1,3,22.0,0
Haircut,30,3,11,1,2,28.2,0
Haircut,30,0,16,4,3,52.1,0
Beard Trim,20,2,12,0,2,10.7,0
Haircut,30,6,9,1,3,20.3,0
Beard Trim,20,5,17,3,3,24.1,0
Haircut + Beard,45,5,12,1,3,31.9,0
Haircut + Beard,45,0,12,1,2,43.8,0
Haircut,30,0,16,1,3,18.2,0
Haircut,30,1,12,1,2,22.0,0
Haircut,30,6,9,2,3,32.7,0
Haircut,30,4,17,0,3,8.8,0
Haircut,30,6,12,6,3,78.3,0
Buzz Cut,15,3,17,3,3,18.8,0
Beard Trim,20,6,10,3,3,32.5,0
Haircut + Beard,45,3,15,0,2,21.6,0
Beard Trim,20,5,13,5,3,43.2,0
Haircut + Beard,45,2,16,0,3,14.3,0
Beard Trim,20,1,16,1,3,13.1,0
Haircut,30,0,18,0,3,10.2,0
Beard Trim,20,4,12,0,2,9.5,0
Haircut,30,0,9,0,2,15.3,0
Haircut,30,6,17,4,3,44.6,0
Haircut,30,3,14,0,2,16.2,0
Haircut,30,6,9,1,3,16.3,0
Haircut,30,1,11,0,2,14.5,0
Buzz Cut,15,6,10,9,3,53.3,0
Beard Trim,20,6,10,1,3,13.0,0
Haircut,30,2,13,1,2,31.5,0
Haircut,30,1,12,3,2,63.1,0
Haircut + Beard,45,3,18,2,3,45.5,0
Haircut + Beard,45,6,10,0,3,14.0,0
Haircut,30,4,14,0,2,15.6,0
Haircut,30,5,11,0,3,12.2,1
Haircut,30,4,18,2,3,28.5,1
Haircut,30,4,16,0,3,8.7,0
Haircut,30,5,15,0,3,10.0,0
Haircut + Beard,45,5,15,2,3,44.3,0
Haircut,30,3,10,1,2,28.1,0
Haircut + Beard,45,2,11,2,2,74.2,0
Buzz Cut,15,2,12,2,2,18.0,0
Beard Trim,20,5,17,5,3,32.6,1
Buzz Cut,15,2,15,0,2,7.2,0
Haircut,30,4,18,0,3,10.1,0
Haircut + Beard,45,4,17,2,3,42.8,0
Haircut,30,0,14,3,2,56.0,0
Haircut,30,1,10,2,2,42.1,0
Haircut,30,4,18,0,3,10.7,0
Haircut,30,3,14,0,2,15.3,0
Beard Trim,20,3,16,2,3,20.0,0
Haircut + Beard,45,4,12,1,2,43.5,0
Buzz Cut,15,4,11,1,2,14.8,0
Beard Trim,20,1,12,1,2,21.0,0
Haircut,30,6,18,1,3,19.5,0
Haircut,30,1,9,0,2,15.9,0
Haircut,30,6,18,2,3,30.8,1
Beard Trim,20,1,18,0,3,5.9,0
Haircut,30,6,11,0,3,9.9,0
Haircut,30,5,17,1,3,22.1,0
Haircut,30,1,11,1,2,25.7,0
Buzz Cut,15,0,15,0,2,6.8,0
Haircut,30,4,15,3,2,55.8,0
Haircut,30,2,10,2,2,40.1,0
Beard Trim,20,6,10,0,3,6.3,0
Buzz Cut,15,5,13,4,3,24.8,0
Haircut + Beard,45,4,18,1,3,28.5,0
Haircut + Beard,45,3,15,0,2,25.8,0
Haircut + Beard,45,4,15,0,2,24.0,0
Haircut,30,1,11,2,2,36.4,1
Haircut,30,2,13,0,2,16.4,0
Haircut + Beard,45,6,17,6,3,107.7,0
Haircut,30,0,17,2,3,27.7,0
Haircut,30,5,17,0,3,9.1,0
Haircut,30,4,17,0,3,9.5,0
Buzz Cut,15,1,18,1,3,11.2,1
Buzz Cut,15,3,9,2,2,23.2,0
Haircut,30,5,17,0,3,10.8,0
Haircut,30,4,17,0,3,9.7,0
Haircut,30,6,10,2,3,34.1,0
Haircut,30,1,16,2,3,29.6,0
Haircut,30,2,18,2,3,30.2,0
Buzz Cut,15,6,13,1,3,10.9,0
Haircut,30,6,11,0,3,9.3,0
Haircut,30,6,15,1,3,18.5,0
Haircut,30,5,16,0,3,9.9,0
Haircut,30,6,12,5,3,60.7,0
Haircut,30,1,17,1,3,21.5,0
Buzz Cut,15,5,11,4,3,23.4,0
Haircut,30,2,13,4,2,80.5,0
Beard Trim,20,5,18,3,3,30.7,0
Haircut,30,5,10,0,3,11.3,0
Haircut + Beard,45,3,15,2,2,83.1,0
Haircut,30,6,18,1,3,20.5,0
Haircut,30,4,11,0,2,15.3,0
Beard Trim,20,4,9,1,2,17.4,0
Buzz Cut,15,0,17,1,3,10.2,0
Haircut,30,6,14,3,3,42.5,0
Beard Trim,20,0,11,0,2,11.0,0
Beard Trim,20,0,17,0,3,6.2,0
Haircut,30,4,18,2,3,32.3,0
Beard Trim,20,4,12,1,2,23.3,0
Haircut,30,6,9,0,3,9.9,0
Buzz Cut,15,6,11,4,3,25.9,0
Haircut + Beard,45,2,17,0,3,13.9,0
Haircut,30,5,10,0,3,10.4,0
Haircut + Beard,45,0,13,2,2,56.3,0
Beard Trim,20,3,17,2,3,20.6,0
Haircut,30,6,10,4,3,37.7,0
Beard Trim,20,6,17,2,3,16.7,0
Haircut,30,2,9,2,2,54.1,0
Haircut,30,6,9,3,3,36.3,0
Buzz Cut,15,2,13,0,2,8.1,0
Haircut,30,2,13,1,2,32.8,0
Haircut,30,6,14,2,3,31.6,0
Buzz Cut,15,0,15,1,2,15.7,0
Haircut,30,6,11,5,3,70.6,0
Haircut,30,6,18,2,3,29.3,0
Haircut + Beard,45,4,18,3,3,62.3,0
Haircut,30,4,10,2,2,39.1,0
Haircut,30,3,11,0,2,16.2,0
Haircut + Beard,45,5,12,3,3,62.8,1
Haircut,30,6,16,1,3,18.8,0
Buzz Cut,15,5,14,2,3,13.3,0
Haircut,30,3,13,6,2,94.9,0
Buzz Cut,15,6,13,2,3,15.8,0
Buzz Cut,15,2,10,0,2,7.3,0
Haircut,30,4,16,0,3,9.0,0
Beard Trim,20,4,14,0,2,8.8,0
Haircut,30,5,13,7,3,74.2,0
Haircut,30,5,11,3,3,39.2,0
Haircut,30,0,10,1,2,29.0,0
Haircut,30,2,14,2,2,36.8,0
Haircut,30,1,17,1,3,22.9,0
Haircut,30,0,15,1,2,31.2,0
Haircut,30,3,10,0,2,14.1,0
Haircut,30,0,18,2,3,35.1,0
Haircut,30,5,15,0,3,11.3,0
Haircut,30,5,15,1,3,17.9,0
Haircut,30,4,14,0,2,14.0,0
Haircut,30,0,12,2,2,42.3,0
Haircut,30,5,17,1,3,18.3,0
Haircut + Beard,45,1,16,0,3,14.1,0
Haircut,30,6,18,2,3,32.3,0
Haircut,30,5,12,6,3,60.3,0
Buzz Cut,15,6,17,5,3,33.1,0
Beard Trim,20,6,11,1,3,15.6,0
Haircut,30,5,15,3,3,41.2,0
Haircut,30,6,9,0,3,10.8,0
Beard Trim,20,5,11,4,3,38.5,0
Haircut + Beard,45,1,9,1,2,53.9,0
Haircut + Beard,45,5,12,7,3,127.1,1
Beard Trim,20,5,18,3,3,22.0,1
Haircut,30,4,13,1,2,29.6,0
Haircut + Beard,45,4,17,1,3,28.8,0
Haircut,30,2,12,1,2,30.9,0
Haircut + Beard,45,2,9,2,2,53.3,0
Buzz Cut,15,0,10,0,2,7.5,0
Haircut,30,3,14,1,2,29.9,0
Haircut,30,1,16,4,3,52.4,0
Haircut,30,6,16,5,3,62.5,0
Haircut,30,3,17,0,3,8.1,0
Beard Trim,20,1,12,1,2,18.6,0
Buzz Cut,15,6,10,4,3,22.6,0
Haircut,30,2,11,2,2,43.8,0
Buzz Cut,15,0,18,0,3,5.1,0
Buzz Cut,15,3,9,1,2,15.6,0
Beard Trim,20,0,16,1,3,15.2,0
Buzz Cut,15,1,16,1,3,9.3,0
Haircut,30,5,14,1,3,22.4,0
Haircut,30,5,9,0,3,10.0,0
Haircut,30,1,16,3,3,39.8,0
Haircut,30,4,9,0,2,13.7,0
Buzz Cut,15,1,11,2,2,23.2,0
Haircut,30,5,18,4,3,57.9,0
Buzz Cut,15,0,9,0,2,7.6,0
Haircut,30,6,13,2,3,31.2,0
Haircut + Beard,45,6,14,0,3,14.4,0
Beard Trim,20,5,9,2,3,18.4,0
Buzz Cut,15,4,18,2,3,13.1,0
Haircut + Beard,45,4,12,1,2,50.0,0
Buzz Cut,15,5,13,4,3,27.0,0
Haircut,30,6,10,2,3,31.1,0
Haircut,30,4,13,0,2,15.4,0
Haircut + Beard,45,3,17,4,3,78.9,0
Buzz Cut,15,2,17,1,3,10.1,0
Beard Trim,20,6,17,5,3,43.3,1
Haircut + Beard,45,0,11,2,2,72.5,0
Haircut,30,2,18,1,3,19.4,0
Buzz Cut,15,2,9,0,2,7.0,0
Buzz Cut,15,4,11,0,2,5.7,0
Haircut,30,6,9,0,3,10.4,0
Buzz Cut,15,3,10,0,2,7.2,0
Buzz Cut,15,3,13,2,2,20.6,0
Haircut + Beard,45,1,18,1,3,34.8,1
Haircut,30,6,18,0,3,11.7,0
Buzz Cut,15,6,16,2,3,16.9,0
Haircut,30,4,13,0,2,15.2,0
Haircut,30,1,18,0,3,10.5,0
Beard Trim,20,6,14,1,3,10.7,0
Beard Trim,20,6,12,0,3,7.5,0
Haircut + Beard,45,3,18,0,3,17.1,0
Haircut,30,2,17,0,3,9.7,0
Haircut + Beard,45,5,17,2,3,44.3,0
Haircut,30,3,16,0,3,10.3,0
Buzz Cut,15,1,15,0,2,7.1,0
Haircut,30,0,16,2,3,28.2,0
Haircut + Beard,45,2,9,0,2,23.0,0
Haircut + Beard,45,2,15,0,2,23.0,0
Haircut + Beard,45,5,12,1,3,28.6,0
Buzz Cut,15,4,12,0,2,7.9,0
Beard Trim,20,6,9,2,3,18.8,0
Haircut,30,0,11,0,2,17.7,0
Haircut,30,4,17,1,3,18.9,0
Haircut,30,1,12,1,2,32.8,0
Haircut,30,6,13,5,3,55.5,0
Haircut + Beard,45,2,15,2,2,67.7,0
Haircut,30,3,9,3,2,46.4,0
Haircut,30,5,18,2,3,30.4,0
Haircut,30,3,14,0,2,16.5,0
Haircut,30,5,13,0,3,12.5,0
Haircut,30,0,11,0,2,14.3,0
Beard Trim,20,1,17,1,3,13.6,0
Buzz Cut,15,6,11,0,3,4.7,0
Haircut + Beard,45,0,13,1,2,48.0,0
Beard Trim,20,3,14,1,2,23.2,0
Haircut,30,4,17,0,3,11.3,0
Haircut,30,3,17,1,3,22.5,0
Haircut,30,2,16,1,3,19.7,1
